mean,std,variance,smoothness,entropy,skewness,kurtosis,rms,label
71.42778778076172,33.95292282104492,1152.801025390625,0.9991332994355232,6.817483013126813,1.8964751958847046,6.042553901672363,79.08685302734375,1
78.53831481933594,37.89800262451172,1436.258544921875,0.9993042309586307,7.0230296637705045,1.4027166366577148,2.2256722450256348,87.20392608642578,0
66.89586639404297,28.20820426940918,795.7027587890625,0.9987448267387452,6.620240154789052,1.449411392211914,2.8485116958618164,72.5999984741211,0
162.0685272216797,27.93317413330078,780.2622680664062,0.9987200200996844,6.790843356669626,-0.5445905327796936,0.1441211700439453,164.45811462402344,1
69.7751693725586,22.076982498168945,487.3931579589844,0.9979524692684495,6.314827399901309,1.5768706798553467,7.357447624206543,73.1844711303711,1
254.44229125976562,6.62347412109375,43.87040710449219,0.9777135964540895,0.16514792455737734,-12.702657699584961,164.49099731445312,254.5284881591797,1
254.655029296875,5.231649398803711,27.370155334472656,0.9647516910566614,0.13292055629493874,-17.153135299682617,309.3582763671875,254.70875549316406,0
142.4503631591797,32.457157135009766,1053.4671630859375,0.999051653730901,6.736976452543805,-1.643300175666809,4.9225640296936035,146.1012420654297,1
181.6449432373047,14.649316787719727,214.6024932861328,0.9953618347136975,5.5515827858042615,-1.926116704940796,23.133922576904297,182.23471069335938,0
82.16644287109375,35.63920211791992,1270.15283203125,0.9992133125342592,6.8810615977819936,0.6661550998687744,-0.6331567764282227,89.56269836425781,0
93.63155364990234,44.58164596557617,1987.5233154296875,0.9994971142695483,7.292756763813147,0.7094228267669678,-0.3082613945007324,103.70338439941406,0
145.4013671875,19.841100692749023,393.6693115234375,0.9974662331962423,6.257945289205649,-0.5354067087173462,-0.06082773208618164,146.7488555908203,0
64.54495239257812,30.304054260253906,918.3357543945312,0.9989122581219975,6.586811029437778,2.1195595264434814,6.948089599609375,71.30488586425781,0
95.01825714111328,38.91757583618164,1514.57763671875,0.999340185566366,7.2532076899219255,0.40850305557250977,-0.5255286693572998,102.67933654785156,0
249.49525451660156,12.450794219970703,155.02227783203125,0.9935906588860562,2.324200992857615,-9.316939353942871,144.67315673828125,249.80572509765625,0
66.30224609375,32.02461624145508,1025.5760498046875,0.9990258880477582,6.763674519159698,1.5744255781173706,3.879669189453125,73.63127136230469,0
99.83319091796875,36.83769989013672,1357.0162353515625,0.9992636317784955,7.188253554117827,0.38359448313713074,-0.25371289253234863,106.41279602050781,1
101.13290405273438,36.98666000366211,1368.012939453125,0.9992695467141461,7.1472753321534075,0.8192737102508545,0.7080669403076172,107.68415832519531,1
68.34282684326172,32.13523483276367,1032.67333984375,0.9990325763841881,6.804631901853531,1.5941088199615479,3.889619827270508,75.52095794677734,0
67.68335723876953,39.210350036621094,1537.451416015625,0.9993499957232385,6.916278473020882,1.5942596197128296,2.736159324645996,78.22076416015625,0
87.08142852783203,16.944711685180664,287.12322998046875,0.9965292628433057,6.069842119846051,0.7063632011413574,3.2948532104492188,88.7146987915039,0
254.52806091308594,5.325711727142334,28.36320686340332,0.9659437743073511,0.231638185883481,-12.869195938110352,172.16390991210938,254.58377075195312,0
102.1667709350586,37.9273567199707,1438.484375,0.999305306804737,7.273787622183935,-0.03132108971476555,-0.427962064743042,108.97950744628906,0
104.61738586425781,39.34758377075195,1548.2322998046875,0.9993545190091079,7.120879903743281,0.8752321004867554,0.18025994300842285,111.772216796875,1
86.32909393310547,47.4523811340332,2251.728515625,0.9995560938688066,6.854358490883222,1.4537771940231323,1.1361074447631836,98.51112365722656,0
84.91433715820312,43.412723541259766,1884.6646728515625,0.9994696830171359,7.189580087882906,1.0500710010528564,0.8473801612854004,95.3682861328125,0
